_id,text,lat,lon,user,created_at,id
502e74a98aef427b520022cf,Met a guy from #NYC last night, he was fit but wearing #leather, never thought I'd be into that but it was pretty hot! #BassyCowboyClub,52.4998154,13.3233613,AppleFreakazoid,Fri Aug 17 16:43:22 UTC 2012,236503496923435008
502e75128aef427b520022d9,@lgray87 can't believe I'm missing my chance! #meanttobe,52.49129224,13.41506866,_conor__,Fri Aug 17 16:45:07 UTC 2012,236503939326042112
502e75528aef427b520022e2,@Independencer Gnah. Then I need to add an Image Preview filter, I guess!?,52.5223523,13.441018,janole,Fri Aug 17 16:46:11 UTC 2012,236504206603866112
502e780f8aef427b52002304,@markbate @lstoll @JRubyConfEU @eurucamp @toolmantim I'm en route for the keynote!,52.5211817,13.408098,arsduo,Fri Aug 17 16:57:52 UTC 2012,236507147310100484
502e78768aef427b5200230d,@kremalicious @simonvelo haha at least I didn't get an ICE T :),52.49508425,13.42986394,davidoa,Fri Aug 17 16:59:35 UTC 2012,236507578564214785
502e7c388aef427b52002346,#nowplaying #whitneyhouston ~ Whitney Houston | I Wanna Dance With Somebody (Who Loves Me) ||| #bbradio #rockt #berlin,52.383444,13.119561,_BB_RADIO_MUSIC,Fri Aug 17 17:15:37 UTC 2012,236511615233687552
502e7c738aef427b52002349,My most socially awkward moment is definitely when somebody gives me my change and I try to put it back in my wallet. Those long seconds…,52.483098,13.444206,darryl_young,Fri Aug 17 17:16:36 UTC 2012,236511861514829824
502e7cee8aef427b5200234c,@ProfCasperelli but he insinuated that the saffas leaked the whole KP saga! and he told me fuck off when I was 7 !,52.49485334,13.29338349,cuzzybru,Fri Aug 17 17:18:38 UTC 2012,236512374339801088
502e7e6f8aef427b52002360,Am I the only one who thinks that Liam Hemsworth looks a lot like Jason? @lifehouse,52.52711328,13.44741548,yeah_katiii,Fri Aug 17 17:25:04 UTC 2012,236513990849748994
502e7eb98aef427b52002363,Am I the only one who thinks that Liam Hemsworth looks kinda like Jason? @lifehouse,52.52877649,13.44627332,yeah_katiii,Fri Aug 17 17:26:18 UTC 2012,236514303363149824
502e810a8aef427b52002380,#nowplaying #theblackeyedpeas ~ The Black Eyed Peas | I Gotta Feeling ||| BB RADIO - #bbradio #ger #radio #stream,52.383444,13.119561,_BB_RADIO_MUSIC,Fri Aug 17 17:36:11 UTC 2012,236516790971297793
502e84dd8aef427b520023b1,@mathyas_l I ALWAYS show'em teeth :-D,52.5309635,13.3974173,MarcelKnows,Fri Aug 17 17:52:30 UTC 2012,236520896452497408
502e88128aef427b520023d7,@mathyas_l Yeah, I realized its better to have your first name in nick, though I want to separate offline me and online me where possible...,52.5309453,13.3974228,MarcelKnows,Fri Aug 17 18:06:10 UTC 2012,236524336868118528
502e89128aef427b520023e9,@livinka I've resorted to hiding from this vibrant, growing, übercool, poor but sexy, punk but tech startup scene ;-),52.50569035,13.43702295,matteoc,Fri Aug 17 18:10:27 UTC 2012,236525413516578817
502e8dc48aef427b52002423,@atorwulfu oh yes I'm excited,52.5519791,13.3417184,Raevinsky,Fri Aug 17 18:30:29 UTC 2012,236530452712804353
502e8de68aef427b52002427,After a nice stop @13_dOCUMENTA in Kassel I finally arrived @eurucamp. Listening to the keynote and looking forward to an awesome weekend.,52.4307837,13.6333514,jkwebs,Fri Aug 17 18:31:03 UTC 2012,236530595751141376
502e91e88aef427b52002452,@tkoola I'd be for one bookmark per url.,52.5223523,13.441018,janole,Fri Aug 17 18:48:09 UTC 2012,236534900898033664
502e92558aef427b5200245a,@petaqui I'm still puzzled what it's all about. Doesn't make much sense at first sight. Maybe it's just about in-stream ads?,52.5223523,13.441018,janole,Fri Aug 17 18:49:58 UTC 2012,236535359461281792
502e93478aef427b52002468,@oiESHabbo Thu The CaLlAh I lO AshImiLa . xd me siento cani #Andalucia&lt;3aunquesoyalemannoimporta&lt;3&lt;3,52.500806,13.338374,c4miloSk8,Fri Aug 17 18:54:00 UTC 2012,236536371622338561
502e98de8aef427b520024b5,I love how casual drinking is in Germany 🇩🇪 #imlegalbitches #somanybars,52.48805269,13.3737692,TwoLostSoulsx4,Fri Aug 17 19:17:51 UTC 2012,236542376473145345
