time,count,fsq_count,CategorieParents,Categories
Sat Sep 08 09:00:00 UTC 2012,1843,166,Shops & Services=38_Professional & Other Places=23_Travel & Transport=22,Gym / Fitness Center=10_Gym=9_Bagel Shop=8
Sat Sep 08 10:00:00 UTC 2012,2618,212,Food=42_Professional & Other Places=26_Travel & Transport=24,Coffee Shop=12_Home (private)=10_Office=10
Sat Sep 08 11:00:00 UTC 2012,2823,259,Shops & Services=52_Travel & Transport=32_Arts & Entertainment=32,Diner=9_Home (private)=9_Gym=9
Sat Sep 08 12:00:00 UTC 2012,3218,309,Shops & Services=74_Arts & Entertainment=35_Travel & Transport=34,Grocery Store=13_Train Station=11_Coffee Shop=10
Sat Sep 08 13:00:00 UTC 2012,3017,340,Shops & Services=73_Arts & Entertainment=47_Travel & Transport=27,Coffee Shop=14_Theater=11_Bar=11
Sat Sep 08 14:00:00 UTC 2012,2897,345,Shops & Services=71_Arts & Entertainment=46_Travel & Transport=38,Art Museum=12_Coffee Shop=12_Park=11
Sat Sep 08 15:00:00 UTC 2012,3077,342,Arts & Entertainment=59_Shops & Services=56_Nightlife Spots=35,Coffee Shop=13_Bar=12_Airport=11
Sat Sep 08 16:00:00 UTC 2012,2900,308,Shops & Services=73_Arts & Entertainment=59_Travel & Transport=32,Bar=12_Football Stadium=11_Baseball Stadium=11
Sat Sep 08 17:00:00 UTC 2012,3787,330,Shops & Services=70_Arts & Entertainment=40_Nightlife Spots=33,Coffee Shop=13_Grocery Store=8_American Restaurant=8
Sat Sep 08 18:00:00 UTC 2012,3448,310,Shops & Services=48_Nightlife Spots=43_Arts & Entertainment=38,American Restaurant=13_Home (private)=10_Baseball Stadium=8
Sat Sep 08 19:00:00 UTC 2012,3367,354,Shops & Services=52_Arts & Entertainment=49_Nightlife Spots=44,American Restaurant=12_Residential Building (Apartment / Condo)=10_Theater=8
Sat Sep 08 20:00:00 UTC 2012,3381,325,Nightlife Spots=59_Arts & Entertainment=51_Travel & Transport=25,Bar=19_American Restaurant=12_Italian Restaurant=12
Sat Sep 08 21:00:00 UTC 2012,3421,304,Nightlife Spots=66_Arts & Entertainment=42_Travel & Transport=21,Baseball Stadium=19_American Restaurant=14_Home (private)=11
Sat Sep 08 22:00:00 UTC 2012,3612,270,Food=89_Arts & Entertainment=34_Travel & Transport=17,Lounge=13_Baseball Stadium=12_Home (private)=8
Sat Sep 08 23:00:00 UTC 2012,3555,222,Food=45_Travel & Transport=19_Arts & Entertainment=15,Lounge=15_Nightclub=12_Hotel=12
Sun Sep 09 00:00:00 UTC 2012,3106,159,Food=34_Travel & Transport=16_Arts & Entertainment=12,Nightclub=17_Lounge=10_Hotel=8
Sun Sep 09 01:00:00 UTC 2012,2348,131,Food=16_Travel & Transport=13_Arts & Entertainment=11,Hotel=10_Lounge=9_Nightclub=8
Sun Sep 09 02:00:00 UTC 2012,1742,80,Travel & Transport=14_Food=10_Residences=5,Nightclub=8_Hotel=6_Lounge=4
Sun Sep 09 03:00:00 UTC 2012,1251,47,Food=13_Residences=7_Arts & Entertainment=4,Home (private)=3_Residential Building (Apartment / Condo)=3_Lounge=2
Sun Sep 09 04:00:00 UTC 2012,713,27,Food=4_Nightlife Spots=3_Outdoors & Recreation=3,Residential Building (Apartment / Condo)=3_Airport Terminal=2_Other Great Outdoors=2
Sun Sep 09 05:00:00 UTC 2012,519,30,Outdoors & Recreation=9_Airports=3_Residences=3,Airport=5_Home (private)=3_Neighborhood=2
Sun Sep 09 06:00:00 UTC 2012,443,42,Food=9_Shops & Services=8_Outdoors & Recreation=7,Park=3_Coffee Shop=3_Donut Shop=2
Sun Sep 09 07:00:00 UTC 2012,594,93,Travel & Transport=22_Shops & Services=10_Professional & Other Places=10,Subway=7_Park=7_Airport=5
Sun Sep 09 08:00:00 UTC 2012,948,106,Outdoors & Recreation=19_Professional & Other Places=15_Airports=12,Park=6_Coffee Shop=6_Event Space=5
Sun Sep 09 09:00:00 UTC 2012,1678,149,Outdoors & Recreation=27_Shops & Services=25_Travel & Transport=19,Football Stadium=8_Gym=7_Church=7
