time,count,fsq_count,CategorieParents,Categories
Sun Sep 09 09:00:00 UTC 2012,442,20,Residences=4_Professional & Other Places=4_Travel & Transport=2,Home (private)=2_Residential Building (Apartment / Condo)=2_Church=2
Sun Sep 09 10:00:00 UTC 2012,726,56,Food=11_Travel & Transport=8_Shops & Services=8,Plaza=3_Airport=3_Church=2
Sun Sep 09 11:00:00 UTC 2012,995,81,Travel & Transport=13_Shops & Services=10_Outdoors & Recreation=10,American Restaurant=4_Bridge=3_Café=3
Sun Sep 09 12:00:00 UTC 2012,873,74,Shops & Services=15_Travel & Transport=10_Outdoors & Recreation=7,Airport=5_Grocery Store=4_Event Space=3
Sun Sep 09 13:00:00 UTC 2012,1077,97,Outdoors & Recreation=18_Arts & Entertainment=15_Travel & Transport=14,Airport=7_Event Space=4_Coffee Shop=4
Sun Sep 09 14:00:00 UTC 2012,973,75,Outdoors & Recreation=15_Arts & Entertainment=9_Shops & Services=7,Park=4_Bridge=3_Coffee Shop=3
Sun Sep 09 15:00:00 UTC 2012,1207,106,Shops & Services=19_Outdoors & Recreation=15_Travel & Transport=14,Coffee Shop=7_Baseball Stadium=5_Bridge=4
Sun Sep 09 16:00:00 UTC 2012,1266,97,Shops & Services=18_Outdoors & Recreation=14_Arts & Entertainment=13,Coffee Shop=5_Bar=4_Park=4
Sun Sep 09 17:00:00 UTC 2012,1361,94,Shops & Services=17_Arts & Entertainment=16_Nightlife Spots=15,Bar=7_Airport=5_Grocery Store=4
Sun Sep 09 18:00:00 UTC 2012,1398,76,Travel & Transport=17_Arts & Entertainment=11_Stadiums=8,Airport=7_Gastropub=3_Hotel=3
Sun Sep 09 19:00:00 UTC 2012,1214,79,Travel & Transport=18_Arts & Entertainment=9_Nightlife Spots=8,American Restaurant=6_Burger Joint=4_Seafood Restaurant=3
Sun Sep 09 20:00:00 UTC 2012,1101,60,Food=19_Nightlife Spots=8_Airports=4,Hotel=4_Airport Terminal=3_Mexican Restaurant=3
Sun Sep 09 21:00:00 UTC 2012,1018,44,Food=11_Nightlife Spots=9_Airports=6,Airport Terminal=5_Bar=4_Cocktail Bar=3
Sun Sep 09 22:00:00 UTC 2012,752,46,Nightlife Spots=9_Food=6_Residences=4,Hotel=3_Home (private)=3_New American Restaurant=2
Sun Sep 09 23:00:00 UTC 2012,515,25,Nightlife Spots=7_Food=4_Professional & Other Places=2,Pub=3_Cocktail Bar=2_French Restaurant=1
